"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"1400000US51031020401","Census Tract 204.01; Campbell County; Virginia","2088","197","3.8","3.3","0.0","1.9","10.7","5.5","8.1","4.4","22.3","7.3","21.9","7.1","10.4","5.7","13.6","7.1","5.4","3.4","3.8","2.8","54918","5800","73821","10180","41.1","(X)","(X)","(X)","(X)","(X)","1051","201","0.0","3.7","0.0","3.7","1.1","1.9","2.9","3.5","18.4","10.2","21.5","11.7","15.9","10.5","22.0","12.2","10.7","6.9","7.5","5.7","83583","21998","104174","17681","(X)","(X)","47.4","(X)","(X)","(X)","838","134","0.0","4.7","0.0","4.7","1.4","2.4","3.7","4.3","23.0","12.3","12.8","8.6","19.3","12.5","16.9","10.8","13.4","8.3","9.4","6.8","90139","21643","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1037","144","7.6","6.4","0.0","3.8","20.4","10.4","13.4","7.4","26.3","11.2","22.3","9.8","4.8","5.0","5.1","6.2","0.0","3.8","0.0","3.8","37458","4370","43058","6852","(X)","(X)","(X)","(X)","34.7","(X)",
"1400000US51031020402","Census Tract 204.02; Campbell County; Virginia","1448","209","1.0","1.2","0.8","1.7","2.3","1.9","13.1","5.3","7.4","3.9","31.1","8.7","17.5","6.5","12.6","5.6","8.8","4.0","5.2","3.2","72875","5628","90637","10446","33.0","(X)","(X)","(X)","(X)","(X)","995","187","0.7","1.1","0.0","3.9","0.0","3.9","7.9","5.7","6.3","4.7","30.4","10.8","23.7","9.2","16.8","7.9","8.0","4.5","6.1","4.3","79504","10101","102934","14486","(X)","(X)","38.0","(X)","(X)","(X)","788","180","0.9","1.4","0.0","4.9","0.0","4.9","1.1","1.9","8.0","5.9","36.7","13.3","19.4","9.8","18.4","8.7","10.2","5.8","5.3","4.6","78621","8681","N","N","(X)","(X)","(X)","(X)","(X)","(X)","453","125","1.8","2.8","2.6","5.3","7.5","5.5","24.5","13.4","9.7","6.7","32.9","16.5","4.0","4.2","3.5","4.5","10.4","10.7","3.1","5.2","51094","9696","63555","14599","(X)","(X)","(X)","(X)","22.1","(X)",
"1400000US51031020403","Census Tract 204.03; Campbell County; Virginia","2152","272","0.7","1.2","0.5","1.3","7.9","5.6","13.5","7.7","12.2","5.7","30.7","10.1","6.1","4.3","12.9","5.5","10.4","6.3","5.1","3.6","64405","12108","84577","13066","34.4","(X)","(X)","(X)","(X)","(X)","1416","193","1.1","1.8","0.0","2.8","5.8","6.5","6.8","4.8","13.1","7.0","27.1","11.9","7.5","5.2","15.2","7.1","15.7","9.2","7.7","5.3","73597","13181","101742","19453","(X)","(X)","27.3","(X)","(X)","(X)","1047","205","1.2","2.0","0.0","3.7","6.4","8.6","1.0","1.8","7.2","8.2","26.3","11.2","9.0","6.3","18.8","9.0","21.3","12.8","8.9","6.7","98859","39340","N","N","(X)","(X)","(X)","(X)","(X)","(X)","736","244","0.0","5.3","1.5","3.9","12.0","11.4","26.4","16.9","12.8","10.4","37.6","17.1","6.7","7.6","3.1","4.6","0.0","5.3","0.0","5.3","44464","20366","49563","8001","(X)","(X)","(X)","(X)","44.8","(X)",
"1400000US51031020500","Census Tract 205; Campbell County; Virginia","2938","293","1.2","1.0","4.6","4.2","8.6","4.4","8.8","4.1","15.7","6.3","22.5","5.9","12.1","5.0","15.6","5.3","7.2","3.6","3.5","2.0","61319","7466","75595","7739","36.7","(X)","(X)","(X)","(X)","(X)","2140","294","0.7","1.1","4.3","5.2","4.7","3.7","7.0","4.8","16.4","8.2","21.7","7.2","14.7","6.7","18.6","7.3","7.1","3.9","4.8","2.8","66961","12782","82506","9657","(X)","(X)","33.1","(X)","(X)","(X)","1641","273","0.9","1.4","5.5","6.7","2.2","2.2","7.9","5.8","14.0","8.4","21.7","8.9","13.5","7.3","19.9","8.6","8.1","4.5","6.3","3.6","68839","19481","N","N","(X)","(X)","(X)","(X)","(X)","(X)","798","229","2.8","2.4","5.5","5.7","24.2","12.2","8.6","6.9","17.4","11.5","27.4","12.7","3.6","4.0","2.9","3.5","7.5","10.7","0.0","4.9","41121","9921","52846","18017","(X)","(X)","(X)","(X)","41.2","(X)",
"1400000US51031020600","Census Tract 206; Campbell County; Virginia","1496","160","6.6","4.7","1.9","1.6","10.9","4.6","10.9","5.3","12.4","4.8","24.8","8.3","11.2","6.2","12.2","4.6","2.9","2.5","6.2","3.6","56179","14048","84623","19810","46.1","(X)","(X)","(X)","(X)","(X)","963","175","2.8","4.0","0.8","1.2","1.9","2.1","6.3","5.1","9.1","5.2","30.8","10.7","15.8","9.1","18.2","6.7","4.6","4.0","9.7","5.5","71483","9520","113602","28802","(X)","(X)","42.9","(X)","(X)","(X)","743","149","0.0","5.2","1.1","1.6","2.4","2.8","5.0","5.4","5.0","3.5","30.7","9.7","16.8","10.0","20.6","8.1","5.9","5.2","12.5","6.6","77314","14353","N","N","(X)","(X)","(X)","(X)","(X)","(X)","533","146","18.4","11.7","3.8","4.2","22.1","10.5","19.1","11.8","22.5","10.0","9.8","8.7","3.0","3.4","1.3","2.2","0.0","7.2","0.0","7.2","28911","8254","30290","5420","(X)","(X)","(X)","(X)","52.0","(X)",
"1400000US51031020700","Census Tract 207; Campbell County; Virginia","1451","159","5.9","3.9","3.2","3.2","13.8","6.5","22.9","7.2","13.4","6.0","9.4","4.3","13.0","6.8","14.4","6.7","0.6","0.9","3.3","3.3","39761","7500","62480","10457","44.2","(X)","(X)","(X)","(X)","(X)","863","112","8.0","6.9","0.0","4.5","2.9","3.3","21.8","9.5","16.9","8.0","8.1","5.5","20.3","10.6","15.5","8.7","0.9","1.6","5.6","5.5","52986","32663","74366","15190","(X)","(X)","47.5","(X)","(X)","(X)","528","118","1.3","2.3","0.0","7.3","0.0","7.3","15.0","11.6","12.5","8.3","9.3","7.6","28.2","14.9","23.1","12.9","1.5","2.6","9.1","9.0","81802","12951","N","N","(X)","(X)","(X)","(X)","(X)","(X)","588","178","12.1","9.1","8.0","7.7","29.8","14.6","17.5","12.1","10.7","8.6","9.2","6.3","0.0","6.6","12.8","10.7","0.0","6.6","0.0","6.6","25119","13412","40608","13520","(X)","(X)","(X)","(X)","39.3","(X)",
"1400000US51031020800","Census Tract 208; Campbell County; Virginia","1245","161","3.8","3.0","10.4","6.5","11.9","7.5","17.3","6.9","8.8","4.6","19.0","5.8","8.3","5.6","13.0","6.2","5.2","3.3","2.2","2.0","47978","14371","61271","8935","57.6","(X)","(X)","(X)","(X)","(X)","878","151","0.0","4.4","5.7","5.7","14.6","9.3","18.3","8.3","9.1","5.4","18.0","7.9","7.4","6.5","16.3","8.3","7.4","4.5","3.2","2.9","52083","12580","70823","12097","(X)","(X)","54.9","(X)","(X)","(X)","597","131","0.0","6.5","0.0","6.5","7.7","10.6","24.3","11.4","11.7","7.1","17.1","8.6","5.7","4.8","21.3","11.6","8.0","6.2","4.2","4.0","54375","25911","N","N","(X)","(X)","(X)","(X)","(X)","(X)","367","115","12.8","9.8","21.8","14.3","14.4","12.5","17.4","11.8","7.9","8.5","10.1","7.7","10.4","13.3","5.2","7.9","0.0","10.3","0.0","10.3","25486","15860","34793","11170","(X)","(X)","(X)","(X)","55.0","(X)",
"1400000US51031020900","Census Tract 209; Campbell County; Virginia","1697","255","8.8","4.6","5.1","3.0","5.2","2.5","12.3","6.1","11.0","4.7","27.6","10.0","9.4","4.7","13.3","6.0","2.5","2.3","4.8","3.8","53942","1739","68707","10718","46.8","(X)","(X)","(X)","(X)","(X)","1270","240","7.4","5.0","3.3","3.4","4.3","4.1","11.3","6.8","12.2","5.8","28.5","12.3","7.0","4.5","16.6","8.1","2.9","3.0","6.5","5.1","54551","4728","76166","14121","(X)","(X)","48.3","(X)","(X)","(X)","848","228","0.1","0.5","3.5","4.7","2.2","2.2","3.1","3.1","10.4","5.5","31.7","16.2","10.0","6.8","24.9","11.6","4.4","4.6","9.7","7.4","72339","26216","N","N","(X)","(X)","(X)","(X)","(X)","(X)","427","120","12.9","10.6","10.3","5.8","16.4","8.9","21.3","11.2","8.9","7.9","19.7","13.2","6.8","6.3","2.3","3.1","1.4","2.3","0.0","8.9","31563","7987","37882","7005","(X)","(X)","(X)","(X)","42.4","(X)",
"1400000US51033030100","Census Tract 301; Caroline County; Virginia","1681","243","7.9","5.4","5.4","3.2","4.6","2.6","4.6","2.9","4.9","4.0","12.4","5.3","11.8","5.1","25.9","9.5","13.5","8.6","9.0","4.1","90774","27959","106342","16288","25.2","(X)","(X)","(X)","(X)","(X)","1068","241","2.4","3.4","0.0","3.7","1.3","2.3","3.9","3.5","5.9","5.6","13.3","7.2","16.7","8.1","21.1","11.4","21.3","12.5","14.1","7.2","117115","28051","135465","21826","(X)","(X)","30.1","(X)","(X)","(X)","896","242","0.0","4.4","0.0","4.4","1.6","2.8","4.4","4.2","7.0","6.8","7.0","5.6","16.9","9.0","23.7","13.2","25.3","14.1","14.2","8.2","119613","21990","N","N","(X)","(X)","(X)","(X)","(X)","(X)","613","155","18.6","13.0","14.8","8.3","10.4","6.5","4.4","3.6","3.1","3.3","12.2","6.4","2.1","2.8","34.3","15.3","0.0","6.3","0.0","6.3","-","**","54893","14168","(X)","(X)","(X)","(X)","16.5","(X)",
"1400000US51033030201","Census Tract 302.01; Caroline County; Virginia","1199","138","3.8","3.4","1.2","2.0","3.5","3.0","2.9","2.0","3.6","2.7","15.6","4.4","11.8","5.5","31.9","8.0","9.5","4.3","16.1","9.1","104205","4148","129128","25371","39.6","(X)","(X)","(X)","(X)","(X)","955","131","1.8","2.3","0.0","4.1","0.0","4.1","2.0","2.2","1.9","2.1","14.0","5.5","13.0","6.4","37.1","9.6","13.0","5.4","17.3","10.7","112989","14488","144396","30639","(X)","(X)","37.6","(X)","(X)","(X)","772","141","0.0","5.0","0.0","5.0","0.0","5.0","1.4","2.3","2.3","2.6","6.7","3.7","14.0","8.0","42.4","11.4","11.8","5.6","21.4","13.1","118043","17600","N","N","(X)","(X)","(X)","(X)","(X)","(X)","244","68","11.9","14.2","5.7","9.8","17.2","13.6","6.6","6.4","10.2","8.0","27.0","13.0","8.2","7.8","5.7","5.8","7.4","11.3","0.0","15.1","49091","32016","54734","16090","(X)","(X)","(X)","(X)","32.8","(X)",
"1400000US51033030202","Census Tract 302.02; Caroline County; Virginia","694","112","5.5","4.5","4.6","4.0","6.5","3.8","9.8","6.4","16.1","10.1","13.7","7.9","13.4","6.5","14.3","6.7","9.4","6.2","6.8","6.0","66413","17046","83852","16589","27.4","(X)","(X)","(X)","(X)","(X)","427","88","4.9","5.8","1.9","2.2","4.0","4.6","9.6","8.4","5.6","3.8","15.7","11.7","17.3","8.9","16.6","8.3","21.8","13.3","2.6","2.1","86635","21811","94473","14868","(X)","(X)","31.4","(X)","(X)","(X)","280","86","2.1","3.2","1.1","2.0","2.9","4.5","2.9","3.4","1.8","2.6","20.4","15.4","20.4","12.0","21.4","11.8","23.2","14.9","3.9","3.4","94500","33060","N","N","(X)","(X)","(X)","(X)","(X)","(X)","267","89","6.4","6.7","9.0","10.0","10.5","7.9","10.1","10.7","37.1","21.3","7.1","7.8","7.1","5.3","9.7","10.4","0.0","13.9","3.0","4.9","38817","4533","52130","18385","(X)","(X)","(X)","(X)","21.0","(X)",
"1400000US51033030300","Census Tract 303; Caroline County; Virginia","1324","142","5.4","5.3","2.4","2.3","8.7","5.6","10.1","4.8","12.7","6.3","13.4","6.5","21.5","8.2","17.1","5.7","4.9","2.4","3.9","2.4","70769","16892","77401","8793","45.1","(X)","(X)","(X)","(X)","(X)","840","137","6.9","8.0","1.7","2.3","7.9","7.9","5.4","4.7","4.8","3.0","19.5","10.3","24.8","9.7","17.5","7.1","6.5","3.5","5.1","3.6","79600","15587","84455","11387","(X)","(X)","36.4","(X)","(X)","(X)","642","130","0.0","6.0","2.2","3.0","9.8","9.8","3.6","4.8","4.8","3.5","19.3","11.2","26.0","11.2","19.3","8.8","8.3","4.7","6.7","4.7","88056","11468","N","N","(X)","(X)","(X)","(X)","(X)","(X)","484","126","2.7","3.5","3.7","4.3","10.1","12.5","18.4","9.8","26.4","15.8","11.0","8.6","23.1","18.6","3.9","4.3","0.0","7.9","0.6","1.1","45057","7173","53215","9959","(X)","(X)","(X)","(X)","56.8","(X)",
"1400000US51033030400","Census Tract 304; Caroline County; Virginia","714","108","3.4","3.0","2.1","3.0","2.0","3.5","3.2","3.7","10.8","5.5","23.5","8.0","16.4","6.9","22.5","9.4","2.2","2.4","13.9","10.3","78771","10518","100245","19086","40.6","(X)","(X)","(X)","(X)","(X)","540","110","1.3","1.8","2.8","4.1","0.0","7.1","4.3","5.0","10.6","6.4","22.6","9.6","15.4","9.4","24.3","11.5","1.9","2.7","17.0","13.3","79755","20642","104355","20557","(X)","(X)","46.5","(X)","(X)","(X)","380","108","1.8","2.6","0.0","10.0","0.0","10.0","2.6","3.7","7.4","4.9","26.6","12.7","10.3","8.8","24.5","11.4","2.6","3.9","24.2","17.9","102500","34450","N","N","(X)","(X)","(X)","(X)","(X)","(X)","174","68","9.8","9.8","0.0","20.4","8.0","13.2","0.0","20.4","21.3","19.1","26.4","16.0","19.5","15.3","7.5","8.4","3.4","5.8","4.0","6.5","58750","19582","71268","18625","(X)","(X)","(X)","(X)","22.4","(X)",
"1400000US51033030501","Census Tract 305.01; Caroline County; Virginia","1607","279","2.7","4.7","0.0","2.5","0.0","2.5","4.9","5.5","16.0","13.6","11.8","8.2","20.5","7.7","19.7","10.5","17.4","10.0","7.1","5.2","95413","13448","104566","16117","32.6","(X)","(X)","(X)","(X)","(X)","1084","165","2.0","6.2","0.0","3.6","0.0","3.6","2.9","4.6","6.0","7.6","8.0","7.2","27.0","11.6","30.5","14.4","17.8","11.4","5.7","6.5","101325","11383","115040","17661","(X)","(X)","23.2","(X)","(X)","(X)","864","192","0.0","4.5","0.0","4.5","0.0","4.5","0.0","4.5","7.5","9.8","0.8","1.7","27.5","12.5","34.7","15.0","22.2","13.7","7.2","8.2","104938","29075","N","N","(X)","(X)","(X)","(X)","(X)","(X)","523","263","4.0","6.7","0.0","7.4","0.0","7.4","15.1","17.8","36.7","34.8","20.5","22.0","0.0","7.4","2.1","6.1","11.7","19.3","9.9","11.0","44603","11451","76803","32444","(X)","(X)","(X)","(X)","52.0","(X)",
"1400000US51033030502","Census Tract 305.02; Caroline County; Virginia","2061","224","0.0","1.9","0.0","1.9","6.4","5.6","3.1","2.9","12.4","8.5","19.9","8.8","12.4","7.5","21.9","9.2","14.8","10.5","9.1","7.1","95070","16043","107561","19599","28.6","(X)","(X)","(X)","(X)","(X)","1483","247","0.0","2.7","3.1","5.0","6.1","6.9","1.7","2.5","9.8","8.5","13.4","8.2","11.4","8.3","27.8","12.1","20.6","13.5","6.3","6.3","101044","11580","106737","16662","(X)","(X)","26.2","(X)","(X)","(X)","1085","226","0.0","3.6","0.0","3.6","0.9","3.5","2.3","3.3","0.0","3.6","18.2","10.5","13.4","11.2","34.6","15.9","22.0","17.4","8.6","8.4","107535","19888","N","N","(X)","(X)","(X)","(X)","(X)","(X)","578","216","0.0","6.7","0.0","6.7","7.3","9.3","6.6","9.1","19.2","18.7","28.9","19.6","14.9","14.6","6.7","8.8","0.0","6.7","16.4","16.6","60357","11081","106339","52270","(X)","(X)","(X)","(X)","34.9","(X)",
"1400000US51033030503","Census Tract 305.03; Caroline County; Virginia","842","158","7.0","7.1","1.5","2.2","10.0","8.3","3.2","5.5","41.9","18.3","15.3","10.1","0.0","4.6","11.8","9.3","2.7","3.5","6.5","6.1","41538","4003","90635","52017","44.4","(X)","(X)","(X)","(X)","(X)","643","147","5.1","7.9","0.0","6.0","0.0","6.0","1.4","2.6","46.8","20.2","19.8","13.6","0.0","6.0","15.4","12.0","3.0","4.5","8.6","8.2","44911","19233","109559","67585","(X)","(X)","35.3","(X)","(X)","(X)","321","131","8.4","10.7","0.0","11.7","0.0","11.7","2.8","5.3","34.0","23.5","21.8","18.9","0.0","11.7","22.7","17.7","0.0","11.7","10.3","11.9","60110","21425","N","N","(X)","(X)","(X)","(X)","(X)","(X)","199","110","16.1","20.6","6.5","9.5","42.2","26.8","6.0","7.2","26.1","29.1","1.0","2.2","0.0","18.1","0.0","18.1","2.0","3.5","0.0","18.1","21683","5031","27869","7876","(X)","(X)","(X)","(X)","70.9","(X)",
"1400000US51033030600","Census Tract 306; Caroline County; Virginia","1265","181","2.5","2.1","1.5","2.6","8.3","5.1","13.0","8.1","9.6","6.1","11.1","6.9","15.2","6.4","28.7","10.6","7.6","5.9","2.6","2.8","83850","17760","84957","10696","34.4","(X)","(X)","(X)","(X)","(X)","998","166","0.6","1.2","0.0","3.9","7.6","5.6","7.5","7.6","13.1","8.2","12.2","8.0","15.8","6.5","30.2","11.7","9.6","7.4","3.3","3.5","87375","21441","93470","11644","(X)","(X)","32.1","(X)","(X)","(X)","620","164","0.0","6.2","0.0","6.2","4.8","6.3","2.4","3.0","5.3","5.1","14.2","10.8","12.1","8.7","40.3","15.0","15.5","11.7","5.3","5.8","111529","4474","N","N","(X)","(X)","(X)","(X)","(X)","(X)","267","98","9.7","9.8","7.1","11.9","10.9","12.8","33.3","22.2","11.6","14.6","6.7","8.2","6.0","8.4","14.6","12.9","0.0","13.9","0.0","13.9","30163","6559","43181","12887","(X)","(X)","(X)","(X)","41.2","(X)",
