"ARREST_KEY","ARREST_DATE","PD_CD","PD_DESC","KY_CD","OFNS_DESC","LAW_CODE","LAW_CAT_CD","ARREST_BORO","ARREST_PRECINCT","JURISDICTION_CODE","AGE_GROUP","PERP_SEX","PERP_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","New Georeferenced Column"
289455637,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",26,2,"<18","F","BLACK",996660,235153,40.812109,-73.955168,"POINT (-73.955168 40.812109)"
289395103,2024-07-01,478,"THEFT OF SERVICES, UNCLASSIFIE",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","M",24,1,"25-44","M","BLACK",992063,228791,40.7946510096566,-73.9717827284026,"POINT (-73.97178272840256 40.79465100965659)"
289410481,2024-07-02,639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 2403001","M","M",18,0,"45-64","M","WHITE",988210,218129,40.76539,-73.985702,"POINT (-73.985702 40.76539)"
289377680,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",90,0,"18-24","M","WHITE HISPANIC",999700,195491,40.703241,-73.944274,"POINT (-73.944274 40.703241)"
289394629,2024-07-01,705,"FORGERY,ETC.-MISD.",358,"OFFENSES INVOLVING FRAUD","PL 1702000","M","M",23,0,"25-44","M","WHITE HISPANIC",1001871,228813,40.7946972789922,-73.9363603067276,"POINT (-73.93636030672764 40.794697278992196)"
289377674,2024-07-01,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1600500","F","K",60,0,"45-64","M","BLACK",990796,149587,40.577258,-73.976436,"POINT (-73.976436 40.577258)"
289380463,2024-07-01,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1201001","F","B",47,0,"25-44","M","BLACK",1028175,265830,40.8962062916802,-73.841118906976,"POINT (-73.841118906976 40.896206291680194)"
289455613,2024-07-02,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","K",75,0,"25-44","M","BLACK",1014471,178389,40.6562616802281,-73.8910808434055,"POINT (-73.8910808434055 40.65626168022815)"
289432179,2024-07-02,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1601503","F","Q",105,0,"<18","M","BLACK",1057766,203992,40.726284,-73.73476,"POINT (-73.73476 40.726284)"
289391125,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","M",14,0,"25-44","F","BLACK HISPANIC",987220,212676,40.750423,-73.98928,"POINT (-73.98928 40.750423)"
289449111,2024-07-02,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",104,0,"25-44","M","BLACK",1013786,195966,40.704511,-73.89347,"POINT (-73.89347 40.704511)"
289373961,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",115,0,"25-44","F","WHITE HISPANIC",1018713,214945,40.756585,-73.875603,"POINT (-73.875603 40.756585)"
289396980,2024-07-02,707,"IMPERSONATION 2, PUBLIC SERVAN",340,"FRAUDS","PL 1902300","M","B",41,1,"25-44","M","BLACK",1014509,238113,40.8201889511474,-73.8906752472269,"POINT (-73.8906752472269 40.820188951147415)"
289391139,2024-07-01,490,"STOLEN PROPERTY 3,POSSESSION",232,"POSSESSION OF STOLEN PROPERTY","PL 1654000","M","Q",115,0,"25-44","M","WHITE HISPANIC",1016562,212487,40.7498452092665,-73.8833810957947,"POINT (-73.88338109579466 40.74984520926653)"
289389385,2024-07-01,500,"CONTROLLED SUBSTANCE,POSSESS.",117,"DANGEROUS DRUGS","PL 2202101","F","M",32,0,"45-64","M","BLACK",1000650,239650,40.824445,-73.940744,"POINT (-73.940744 40.824445)"
289436214,2024-07-02,639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 2403002","M","M",13,0,"25-44","M","BLACK",988971,207813,40.737074,-73.982962,"POINT (-73.982962 40.737074)"
289416629,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","K",83,0,"25-44","M","WHITE HISPANIC",1007127,193705,40.698323,-73.917495,"POINT (-73.917495 40.698323)"
289373851,2024-07-01,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","K",78,0,"45-64","M","WHITE",991360,187427,40.681119,-73.974365,"POINT (-73.974365 40.681119)"
289389374,2024-07-01,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","K",68,0,"25-44","M","BLACK HISPANIC",978015,171958,40.638659,-74.022462,"POINT (-74.022462 40.638659)"
289455602,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",41,0,"18-24","F","WHITE HISPANIC",1015533,238047,40.820006,-73.886973,"POINT (-73.886973 40.820006)"
289380478,2024-07-01,49,"U.S. CODE UNCLASSIFIED",995,"FOR OTHER AUTHORITIES","FOA9000049","","M",10,0,"25-44","M","BLACK HISPANIC",982303,210250,40.743766,-74.007023,"POINT (-74.007023 40.743766)"
289373954,2024-07-01,139,"MURDER,UNCLASSIFIED",101,"MURDER & NON-NEGL. MANSLAUGHTE","PL 1252501","F","Q",106,0,"25-44","F","WHITE HISPANIC",1028604,187929,40.682389,-73.840079,"POINT (-73.840079 40.682389)"
289459138,2024-07-02,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",42,0,"25-44","M","BLACK",1010430,245242,40.8397690331415,-73.9053847047558,"POINT (-73.90538470475576 40.839769033141515)"
289373891,2024-07-01,490,"STOLEN PROPERTY 3,POSSESSION",232,"POSSESSION OF STOLEN PROPERTY","PL 1654000","M","K",83,0,"25-44","M","WHITE HISPANIC",1006195,194849,40.701467,-73.920853,"POINT (-73.920853 40.701467)"
289459644,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",68,0,"18-24","M","WHITE HISPANIC",975736,164118,40.617141,-74.030665,"POINT (-74.030665 40.617141)"
289436227,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",105,0,"65+","M","ASIAN / PACIFIC ISLANDER",1057766,203992,40.726284,-73.73476,"POINT (-73.73476 40.726284)"
289391123,2024-07-01,759,"PUBLIC ADMINISTATION,UNCLASS M",359,"OFFENSES AGAINST PUBLIC ADMINI","PL 1950500","M","M",34,0,"18-24","M","BLACK",1006594,255260,40.8672759892603,-73.9192147239671,"POINT (-73.91921472396712 40.86727598926034)"
289455604,2024-07-02,639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 2403002","M","B",46,0,"25-44","M","BLACK HISPANIC",1011750,250274,40.853578,-73.900591,"POINT (-73.900591 40.853578)"
289459437,2024-07-02,793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650201","F","K",69,0,"18-24","M","BLACK",1008499,171443,40.637215,-73.912627,"POINT (-73.912627 40.637215)"
289428014,2024-07-02,114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","K",72,0,"45-64","M","WHITE HISPANIC",988406,180025,40.660803,-73.98502,"POINT (-73.98502 40.660803)"
289449076,2024-07-02,49,"U.S. CODE UNCLASSIFIED",995,"FOR OTHER AUTHORITIES","FOA9000049","","K",70,0,"18-24","M","BLACK",994988,176665,40.651575,-73.9613,"POINT (-73.9613 40.651575)"
289424683,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","M",30,0,"25-44","M","BLACK",999750,241187,40.828666,-73.943989,"POINT (-73.943989 40.828666)"
289389381,2024-07-01,793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650201","F","M",19,1,"25-44","M","WHITE",996551,223272,40.7794977252264,-73.9555840679452,"POINT (-73.95558406794517 40.779497725226406)"
289413202,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",52,0,"25-44","M","BLACK HISPANIC",1017273,255924,40.869067,-73.8806,"POINT (-73.8806 40.869067)"
289449134,2024-07-02,681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","Q",103,0,"25-44","F","WHITE HISPANIC",1041717,197008,40.7072398161698,-73.7927267255908,"POINT (-73.7927267255908 40.7072398161698)"
289452562,2024-07-02,441,"LARCENY,GRAND OF AUTO",110,"GRAND LARCENY OF MOTOR VEHICLE","PL 1553008","F","Q",108,0,"18-24","M","WHITE HISPANIC",997580,209952,40.7429362598579,-73.9518950109185,"POINT (-73.9518950109185 40.74293625985786)"
289452561,2024-07-02,113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","Q",103,0,"45-64","M","BLACK",1048808,196537,40.705891,-73.767152,"POINT (-73.767152 40.705891)"
289446243,2024-07-02,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 215510D","F","K",60,0,"25-44","F","WHITE",990796,149587,40.577258,-73.976436,"POINT (-73.976436 40.577258)"
289373894,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",70,0,"25-44","M","BLACK",991626,169071,40.630736,-73.973423,"POINT (-73.973423 40.630736)"
289461068,2024-07-02,681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","Q",110,0,"45-64","M","BLACK HISPANIC",1019164,210169,40.7434812638841,-73.8740035373971,"POINT (-73.8740035373971 40.7434812638841)"
289407872,2024-07-02,49,"U.S. CODE UNCLASSIFIED",995,"FOR OTHER AUTHORITIES","FOA9000049","","B",50,0,"25-44","M","BLACK HISPANIC",1009737,260406,40.881394,-73.90783,"POINT (-73.90783 40.881394)"
289432173,2024-07-02,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","Q",113,0,"25-44","F","BLACK",1043101,191396,40.6918188719957,-73.7877825271809,"POINT (-73.78778252718091 40.69181887199574)"
289416651,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",113,0,"45-64","F","BLACK",1051618,189117,40.685504,-73.757092,"POINT (-73.757092 40.685504)"
289449079,2024-07-02,511,"CONTROLLED SUBSTANCE, POSSESSI",235,"DANGEROUS DRUGS","PL 2200300","M","K",73,2,"45-64","F","BLACK HISPANIC",1009865,187272,40.68066,-73.907645,"POINT (-73.907645 40.68066)"
289455644,2024-07-02,511,"CONTROLLED SUBSTANCE, POSSESSI",235,"DANGEROUS DRUGS","PL 2200300","M","M",9,0,"25-44","M","WHITE HISPANIC",990211,201703,40.720304,-73.978492,"POINT (-73.978492 40.720304)"
289446241,2024-07-02,503,"CONTROLLED SUBSTANCE,INTENT TO",117,"DANGEROUS DRUGS","PL 2201601","F","K",75,0,"45-64","M","BLACK",1015434,181835,40.6657168433759,-73.8875941729069,"POINT (-73.88759417290693 40.66571684337588)"
289394633,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",106,0,"25-44","F","ASIAN / PACIFIC ISLANDER",1037063,183193,40.669344,-73.809617,"POINT (-73.809617 40.669344)"
289359795,2024-07-01,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 160102A","F","Q",110,0,"45-64","M","WHITE HISPANIC",1020232,210719,40.744981,-73.870144,"POINT (-73.870144 40.744981)"
289455606,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","B",40,0,"<18","F","BLACK",1007939,237826,40.819422,-73.914412,"POINT (-73.914412 40.819422)"
289459452,2024-07-02,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",103,0,"45-64","F","BLACK",1044364,193938,40.698789,-73.783203,"POINT (-73.783203 40.698789)"
289441069,2024-07-02,139,"MURDER,UNCLASSIFIED",101,"MURDER & NON-NEGL. MANSLAUGHTE","PL 1252501","F","Q",100,0,"25-44","M","BLACK",1035353,152906,40.586222,-73.816011,"POINT (-73.816011 40.586222)"
289392860,2024-07-01,511,"CONTROLLED SUBSTANCE, POSSESSI",235,"DANGEROUS DRUGS","PL 2200300","M","B",44,0,"25-44","M","BLACK",1006912,241681,40.8300048494481,-73.918110883882,"POINT (-73.91811088388201 40.83000484944805)"
289410463,2024-07-02,105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","B",48,0,"25-44","M","WHITE HISPANIC",1011780,246837,40.844144,-73.900499,"POINT (-73.900499 40.844144)"
289380470,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",62,0,"25-44","F","WHITE",988499,156563,40.596406,-73.984697,"POINT (-73.984697 40.596406)"
289373927,2024-07-01,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,"GRAND LARCENY","PL 1553001","F","M",19,0,"65+","M","WHITE HISPANIC",994296,218679,40.766896,-73.96373,"POINT (-73.96373 40.766896)"
289394624,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",81,0,"45-64","F","BLACK",1002235,188300,40.683498458968,-73.9351540052242,"POINT (-73.93515400522418 40.683498458967996)"
289373975,2024-07-01,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",113,0,"45-64","M","WHITE HISPANIC",1046399,187126,40.680077,-73.775929,"POINT (-73.775929 40.680077)"
289373952,2024-07-01,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","Q",109,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1031428,217803,40.764371,-73.829689,"POINT (-73.829689 40.764371)"
289413209,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1201001","F","K",73,0,"18-24","M","WHITE HISPANIC",1008227,183789,40.671104,-73.913562,"POINT (-73.913562 40.671104)"
289452519,2024-07-02,115,"RECKLESS ENDANGERMENT 2",355,"OFFENSES AGAINST THE PERSON","PL 1202000","M","B",48,0,"25-44","M","WHITE HISPANIC",1014134,248512,40.848735,-73.891982,"POINT (-73.891982 40.848735)"
289396985,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",49,0,"25-44","M","BLACK HISPANIC",1020852,246151,40.842229,-73.867711,"POINT (-73.867711 40.842229)"
289406597,2024-07-02,113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","B",44,0,"45-64","M","BLACK HISPANIC",1004687,239413,40.823786,-73.926158,"POINT (-73.926158 40.823786)"
289349530,2024-07-01,748,"CONTEMPT,CRIMINAL",359,"OFFENSES AGAINST PUBLIC ADMINI","PL 2155006","M","M",19,0,"18-24","M","WHITE HISPANIC",994296,218679,40.766896,-73.96373,"POINT (-73.96373 40.766896)"
289387461,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",84,0,"45-64","F","BLACK",988837,191028,40.691005,-73.983456,"POINT (-73.983456 40.691005)"
289441027,2024-07-02,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1601001","F","K",79,0,"45-64","M","WHITE HISPANIC",999507,190206,40.688736,-73.944984,"POINT (-73.944984 40.688736)"
289446226,2024-07-02,515,"CONTROLLED SUBSTANCE,SALE 3",117,"DANGEROUS DRUGS","PL 2203901","F","B",42,0,"25-44","M","BLACK",1009460,239394,40.823722,-73.90891,"POINT (-73.90891 40.823722)"
289459167,2024-07-02,505,"CONTROLLED SUBSTANCE, POSSESSI",117,"DANGEROUS DRUGS","PL 2200903","F","Q",109,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1037016,214085,40.7541329073744,-73.8095471585147,"POINT (-73.80954715851466 40.7541329073744)"
289373847,2024-07-01,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1601001","F","K",70,0,"25-44","M","WHITE",991626,169071,40.630736,-73.973423,"POINT (-73.973423 40.630736)"
289391124,2024-07-01,708,"IMPERSONATION 1, POLICE OFFICE",126,"MISCELLANEOUS PENAL LAW","PL 1902601","F","M",14,0,"25-44","M","WHITE HISPANIC",985490,212289,40.749362,-73.995523,"POINT (-73.995523 40.749362)"
289449091,2024-07-02,115,"RECKLESS ENDANGERMENT 2",355,"OFFENSES AGAINST THE PERSON","PL 1202000","M","K",63,0,"45-64","M","AMERICAN INDIAN/ALASKAN NATIVE",1000520,168264,40.628508,-73.941384,"POINT (-73.941384 40.628508)"
289452546,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","M",7,0,"45-64","M","BLACK HISPANIC",987521,201066,40.7185558077005,-73.9882000111009,"POINT (-73.98820001110087 40.71855580770046)"
289389379,2024-07-01,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1600500","F","K",83,0,"25-44","M","BLACK",1007127,193705,40.698323,-73.917495,"POINT (-73.917495 40.698323)"
289459655,2024-07-02,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110A4","M","K",75,0,"18-24","M","ASIAN / PACIFIC ISLANDER",1015378,177864,40.654818,-73.887814,"POINT (-73.887814 40.654818)"
289446286,2024-07-02,681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601002","M","Q",103,0,"18-24","M","WHITE HISPANIC",1041717,197008,40.7072398161698,-73.7927267255908,"POINT (-73.7927267255908 40.7072398161698)"
289452530,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",84,0,"25-44","M","WHITE",988897,192631,40.695404,-73.983239,"POINT (-73.983239 40.695404)"
289446238,2024-07-02,503,"CONTROLLED SUBSTANCE,INTENT TO",117,"DANGEROUS DRUGS","PL 2201601","F","K",75,0,"45-64","F","BLACK",1015434,181835,40.6657168433759,-73.8875941729069,"POINT (-73.88759417290693 40.66571684337588)"
289455624,2024-07-02,494,"STOLEN PROPERTY 2,1,POSSESSION",111,"POSSESSION OF STOLEN PROPERTY","PL 1654501","F","K",68,0,"25-44","F","WHITE",982575,167642,40.626816,-74.006034,"POINT (-74.006034 40.626816)"
289436207,2024-07-02,478,"THEFT OF SERVICES, UNCLASSIFIE",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","K",68,1,"25-44","M","BLACK",976380,166180,40.6227986621968,-74.0283499487036,"POINT (-74.02834994870356 40.62279866219678)"
289373862,2024-07-01,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","K",73,0,"18-24","F","BLACK",1009135,187707,40.681855,-73.910276,"POINT (-73.910276 40.681855)"
289380464,2024-07-01,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,"OTHER STATE LAWS","VTL0392AFE","F","B",44,0,"18-24","M","BLACK HISPANIC",1004675,244782,40.8385216534057,-73.9261848348321,"POINT (-73.92618483483206 40.83852165340568)"
289380496,2024-07-01,705,"FORGERY,ETC.-MISD.",358,"OFFENSES INVOLVING FRAUD","PL 1702000","M","Q",115,0,"25-44","M","WHITE HISPANIC",1018911,212582,40.7500970645429,-73.8749027203391,"POINT (-73.87490272033908 40.75009706454294)"
289441021,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","B",40,0,"45-64","M","WHITE HISPANIC",1007818,236991,40.8171297642781,-73.9148535289004,"POINT (-73.91485352890038 40.81712976427811)"
289356143,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",62,0,"25-44","F","ASIAN / PACIFIC ISLANDER",984602,160012,40.605873,-73.99873,"POINT (-73.99873 40.605873)"
289459178,2024-07-02,507,"CONTROLLED SUBSTANCE, POSSESSI",117,"DANGEROUS DRUGS","PL 2200605","F","S",121,0,"45-64","M","BLACK",937401,171775,40.638036,-74.168801,"POINT (-74.168801 40.638036)"
289395360,2024-07-01,490,"STOLEN PROPERTY 3,POSSESSION",232,"POSSESSION OF STOLEN PROPERTY","PL 1654000","M","Q",104,0,"25-44","M","WHITE HISPANIC",1011351,198969,40.7127591425041,-73.902242814504,"POINT (-73.90224281450405 40.71275914250411)"
289389364,2024-07-01,494,"STOLEN PROPERTY 2,1,POSSESSION",111,"POSSESSION OF STOLEN PROPERTY","PL 1654501","F","B",40,0,"18-24","M","BLACK HISPANIC",1006488,235672,40.8135129281179,-73.9196629204951,"POINT (-73.91966292049509 40.8135129281179)"
289395085,2024-07-01,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,"BURGLARY","PL 1402000","F","B",47,0,"<18","M","BLACK",1022243,259630,40.879219,-73.86261,"POINT (-73.86261 40.879219)"
289459159,2024-07-02,106,"ASSAULT POLICE/PEACE OFFICER",106,"FELONY ASSAULT","PL 1200800","F","M",20,0,"18-24","M","WHITE HISPANIC",986303,220726,40.772518,-73.992587,"POINT (-73.992587 40.772518)"
289384128,2024-07-01,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1201001","F","B",47,0,"25-44","M","BLACK",1028163,266321,40.897556,-73.841158,"POINT (-73.841158 40.897556)"
289351536,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",48,0,"25-44","M","WHITE HISPANIC",1015757,249356,40.851045,-73.886112,"POINT (-73.886112 40.851045)"
289413231,2024-07-02,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",114,0,"25-44","M","BLACK",1007694,219656,40.769552,-73.915361,"POINT (-73.915361 40.769552)"
289392872,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",66,0,"18-24","M","BLACK HISPANIC",985496,172376,40.6398087799024,-73.9955104142149,"POINT (-73.99551041421495 40.639808779902395)"
289373946,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",112,0,"25-44","M","WHITE",1025687,206961,40.734641,-73.85048,"POINT (-73.85048 40.734641)"
289446290,2024-07-02,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","S",122,0,"18-24","M","WHITE",954827,148519,40.5742856881925,-74.1059144051212,"POINT (-74.1059144051212 40.5742856881925)"
289428015,2024-07-02,511,"CONTROLLED SUBSTANCE, POSSESSI",235,"DANGEROUS DRUGS","PL 2200300","M","M",22,0,"45-64","M","WHITE HISPANIC",994616,227693,40.7916346704746,-73.9625640613282,"POINT (-73.96256406132818 40.79163467047464)"
289410459,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1201001","F","B",41,0,"25-44","M","BLACK",1017933,232222,40.804008,-73.878333,"POINT (-73.878333 40.804008)"
289452567,2024-07-02,209,"BURGLARS TOOLS,UNCLASSIFIED",231,"BURGLAR'S TOOLS","PL 1403500","M","Q",110,0,"25-44","M","WHITE HISPANIC",1019946,206619,40.733729,-73.871197,"POINT (-73.871197 40.733729)"
289455621,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",81,0,"18-24","M","BLACK",1004302,191071,40.6910997748208,-73.927693069073,"POINT (-73.92769306907302 40.691099774820806)"
289452575,2024-07-02,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",114,0,"45-64","M","BLACK",1007694,219656,40.769552,-73.915361,"POINT (-73.915361 40.769552)"
289373837,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","B",43,0,"18-24","M","BLACK",1024249,244421,40.8374638494412,-73.8554474008761,"POINT (-73.8554474008761 40.837463849441164)"
289395337,2024-07-01,117,"RECKLESS ENDANGERMENT 1",126,"MISCELLANEOUS PENAL LAW","PL 1202500","F","B",40,0,"25-44","M","WHITE",1006281,238786,40.822060498393,-73.9204005064948,"POINT (-73.92040050649481 40.82206049839297)"
289469690,2024-07-02,792,"CRIMINAL POSSESSION WEAPON",118,"DANGEROUS WEAPONS","PL 265031B","F","K",75,0,"<18","M","BLACK",1016353,180884,40.6631032769264,-73.8842860781465,"POINT (-73.88428607814654 40.663103276926364)"
289446231,2024-07-02,782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650101","M","B",40,0,"18-24","M","WHITE HISPANIC",1010305,235332,40.812572,-73.905872,"POINT (-73.905872 40.812572)"
289432141,2024-07-02,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,"CRIMINAL MISCHIEF & RELATED OF","PL 1450001","M","B",52,0,"18-24","M","WHITE HISPANIC",1017783,256685,40.871152,-73.878751,"POINT (-73.878751 40.871152)"
289436215,2024-07-02,494,"STOLEN PROPERTY 2,1,POSSESSION",111,"POSSESSION OF STOLEN PROPERTY","PL 1654502","F","M",14,0,"<18","M","BLACK",986631,214350,40.755018,-73.991405,"POINT (-73.991405 40.755018)"
289373865,2024-07-01,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1600500","F","K",60,0,"25-44","F","BLACK",990796,149587,40.577258,-73.976436,"POINT (-73.976436 40.577258)"
289359791,2024-07-01,478,"THEFT OF SERVICES, UNCLASSIFIE",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","B",49,1,"25-44","M","BLACK",1020821,249289,40.8508399285164,-73.8678093002967,"POINT (-73.86780930029674 40.850839928516415)"
289397864,2024-07-02,105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","K",84,0,"25-44","M","BLACK",987764,194335,40.700081,-73.987324,"POINT (-73.987324 40.700081)"
289424671,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","B",44,0,"25-44","M","BLACK",1003363,238988,40.822622,-73.930942,"POINT (-73.930942 40.822622)"
289395346,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",72,0,"18-24","F","WHITE HISPANIC",982245,177820,40.654754,-74.007225,"POINT (-74.007225 40.654754)"
289449129,2024-07-02,681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","Q",103,0,"25-44","F","WHITE HISPANIC",1041717,197008,40.7072398161698,-73.7927267255908,"POINT (-73.7927267255908 40.7072398161698)"
289416627,2024-07-02,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,"BURGLARY","PL 1402000","F","B",44,0,"18-24","F","BLACK",1006537,244511,40.837774,-73.919455,"POINT (-73.919455 40.837774)"
289387458,2024-07-01,113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","B",43,0,"25-44","M","WHITE",1016135,242171,40.831323,-73.88478,"POINT (-73.88478 40.831323)"
